level,orient,lemma,pos,pol,std
7,negative,variegación,n,-0.375,0.0
7,negative,vejamen,n,-0.375,0.0
7,negative,vena_labial_inferior,n,-0.375,0.0
7,negative,vena_ovárica,n,-0.375,0.0
7,negative,vena_porta,n,-0.375,0.0
7,negative,vena_tibial,n,-0.375,0.0
7,negative,vena_yugular_anterior,n,-0.375,0.0
7,negative,vendajes,n,-0.375,0.0
7,negative,vendaval,n,-0.375,0.0
7,negative,veneno,n,-0.333,0.0
7,negative,vengativo,a,-0.375,0.144
7,negative,ventarrón,n,-0.375,0.0
7,negative,verdad_a_medias,n,-0.375,0.0
7,negative,verde_botella,n,-0.375,0.0
7,negative,versar,v,-0.375,0.0
7,negative,vestibular,a,-0.375,0.0
7,negative,vibrisas,n,-0.375,0.0
7,negative,victima_de_robo,n,-0.375,0.0
7,negative,vidrio,n,-0.375,0.0
7,negative,vil,a,-0.446,0.144
7,negative,villano,n,-0.312,0.063
7,negative,villanía,n,-0.333,0.125
7,negative,vioxx,n,-0.375,0.0
7,negative,viruela,n,-0.375,0.0
7,negative,virulencia,n,-0.375,0.0
7,negative,virulento,a,-0.292,0.072
7,negative,visón_americano,n,-0.375,0.0
7,negative,vitamina_B2,n,-0.375,0.0
7,negative,vituperio,n,-0.469,0.102
7,negative,vocería,n,-0.375,0.0
7,negative,vomitar,v,-0.375,0.0
7,negative,vulgar,a,-0.281,0.134
7,negative,vulgar,n,-0.375,0.0
7,negative,vulgaridad,n,-0.4,0.163
7,negative,vulgariedad,n,-0.375,0.0
7,negative,vulgarizador,n,-0.375,0.0
7,negative,vulneración,n,-0.375,0.0
7,negative,vómer,n,-0.375,0.0
7,negative,woofer,n,-0.375,0.0
7,negative,xeroftalmia,n,-0.375,0.0
7,negative,xerostomía,n,-0.375,0.0
7,negative,zalagarda,n,-0.458,0.0
7,negative,zamarro,n,-0.375,0.088
7,negative,zanguango,n,-0.375,0.0
7,negative,zarandear,v,-0.292,0.0
7,negative,zizania,n,-0.375,0.0
7,negative,zombie,n,-0.375,0.0
7,negative,zoquete,n,-0.312,0.058
7,negative,zote,n,-0.375,0.0
7,negative,zurriburri,n,-0.375,0.0
7,negative,ácaro_de_la_sarna,n,-0.375,0.0
7,negative,ácido_butanoico,n,-0.375,0.0
7,negative,ácido_butírico,n,-0.375,0.0
7,negative,ácido_carbámico,n,-0.375,0.0
7,negative,ácido_hidrazoico,n,-0.375,0.0
7,negative,ánade_real,n,-0.375,0.0
7,negative,ántrax,n,-0.312,0.0
7,negative,áspero,a,-0.344,0.188
7,negative,ébano,n,-0.312,0.0
7,negative,óxido_nítrico,n,-0.375,0.0
8,positive,a_cara_descubierta,r,0.25,0.0
8,positive,a_la_medida,n,0.25,0.0
8,positive,a_priori,a,0.25,0.0
8,positive,a_propósito,r,0.25,0.0
8,positive,abandonado,a,0.25,0.265
8,positive,abarrotado,a,0.25,0.177
8,positive,abastecedor,n,0.25,0.0
8,positive,abatida,a,0.25,0.0
8,positive,abatis,n,0.25,0.0
8,positive,abejarrón,n,0.25,0.0
8,positive,abejón,n,0.25,0.0
8,positive,ablandante,a,0.25,0.0
8,positive,abortivo,a,0.25,0.0
8,positive,aborto_espontáneo,n,0.25,0.0
8,positive,abracadabra,n,0.25,0.0
8,positive,abrazadera_real,n,0.25,0.0
8,positive,abrevadero,n,0.25,0.0
8,positive,absolvedor,a,0.25,0.0
8,positive,aburrirse,v,0.25,0.0
8,positive,acalorado,a,0.25,0.0
8,positive,acantión,n,0.25,0.0
8,positive,acantonar,v,0.25,0.0
8,positive,acaparador,a,0.25,0.0
8,positive,acceleración,n,0.25,0.0
8,positive,accesional,a,0.25,0.0
8,positive,accionador,a,0.25,0.0
8,positive,acecinado,a,0.25,0.0
8,positive,acento_circunflejo,n,0.25,0.0
8,positive,acetificar,v,0.25,0.0
8,positive,acicalar,v,0.25,0.0
8,positive,acidular,v,0.25,0.0
8,positive,aclamador,n,0.25,0.0
8,positive,acolchado,a,0.25,0.177
8,positive,acolchamiento,n,0.25,0.0
8,positive,acostarse_con_cualquiera,v,0.25,0.0
8,positive,acrobático,a,0.25,0.265
8,positive,acromatínico,a,0.25,0.0
8,positive,acrídidos,n,0.25,0.0
8,positive,acta_notarial,n,0.25,0.0
8,positive,activa,a,0.25,0.0
8,positive,activador,a,0.25,0.0
8,positive,actividad,n,0.25,0.209
8,positive,actividad_principal,n,0.25,0.0
8,positive,actividad_social,n,0.25,0.0
8,positive,acuartelar,v,0.25,0.0
8,positive,acuminado,a,0.25,0.0
8,positive,adaptador,n,0.25,0.0
8,positive,adecuadamente,r,0.25,0.0
8,positive,adelanto,n,0.25,0.125
8,positive,adhesivo,a,0.25,0.0
8,positive,adiestrador,n,0.25,0.0
8,positive,aditivo,a,0.25,0.0
8,positive,admitido,a,0.25,0.0
8,positive,adopción,n,0.25,0.191
8,positive,adormecimiento,n,0.25,0.0
8,positive,adrenalina,n,0.25,0.0
8,positive,adsorbato,n,0.25,0.0
8,positive,adsorbible,a,0.25,0.0
8,positive,advice,n,0.25,0.0
8,positive,adyacente,a,0.25,0.088
8,positive,aerobio,n,0.25,0.0
8,positive,aerófilo,n,0.25,0.0
8,positive,afianzarse,v,0.25,0.0
8,positive,afiladora,n,0.25,0.0
8,positive,afiliado,a,0.25,0.0
8,positive,afinación,n,0.25,0.0
8,positive,afinamiento,n,0.25,0.0
8,positive,aflautado,a,0.25,0.0
8,positive,aforístico,a,0.25,0.354
8,positive,africada,n,0.25,0.0
8,positive,afrutado,a,0.25,0.0
8,positive,agencia_publicitaria,n,0.25,0.0
8,positive,agente_del_FBI,n,0.25,0.0
8,positive,agilidad,n,0.25,0.088
8,positive,agrandar,v,0.25,0.265
8,positive,agua_de_fuego,n,0.25,0.0
8,positive,agudeza_visual,n,0.25,0.0
8,positive,agujereado,a,0.25,0.0
8,positive,agujero_negro,n,0.25,0.0
8,positive,ahorquillado,a,0.25,0.0
8,positive,ahumado,a,0.25,0.177
8,positive,ahusado,a,0.25,0.0
8,positive,aireado,a,0.25,0.0
8,positive,al-hakim,n,0.25,0.0
8,positive,al_corriente,n,0.25,0.0
8,positive,alacridad,n,0.25,0.0
8,positive,alambre,n,0.25,0.0
8,positive,alazán,a,0.25,0.0
8,positive,alborada,n,0.25,0.0
8,positive,alborozo,n,0.25,0.53
8,positive,alcalescente,a,0.25,0.0
8,positive,alcalótico,a,0.25,0.0
8,positive,alcanforado,a,0.25,0.0
8,positive,alcanforar,v,0.25,0.0
8,positive,alcoholizado,a,0.25,0.0
8,positive,alcohólico,a,0.25,0.088
8,positive,alcotana,n,0.25,0.0
8,positive,alentador,n,0.25,0.0
8,positive,alfiler,n,0.25,0.0
8,positive,algoritmo,n,0.25,0.0
8,positive,alguien,n,0.25,0.0
8,positive,alguno,n,0.25,0.0
8,positive,aliado,a,0.25,0.289
8,positive,aliforme,a,0.25,0.0
8,positive,alifático,a,0.25,0.0
8,positive,alimento_probiótico,n,0.25,0.0
8,positive,alistado,a,0.25,0.0
8,positive,alma_gemela,n,0.25,0.0
8,positive,almohada,n,0.25,0.0
8,positive,alpenstock,n,0.25,0.0
8,positive,alternado,a,0.25,0.0
8,positive,alternante,a,0.25,0.0
8,positive,alterne,n,0.25,0.0
8,positive,alterno,a,0.25,0.088
8,positive,alteza,n,0.25,0.354
8,positive,altivez,n,0.25,0.0
8,positive,altiveza,n,0.25,0.0
8,positive,alucinado,a,0.25,0.0
8,positive,alucinógeno,a,0.25,0.0
8,positive,alzado,a,0.25,0.0
8,positive,amalgamativo,a,0.25,0.0
8,positive,amanecida,n,0.25,0.0
8,positive,amarillento,a,0.25,0.177
8,positive,amateur,n,0.25,0.0
8,positive,amigdala_cerebral,n,0.25,0.0
8,positive,amniocentesis,n,0.25,0.0
8,positive,amo_de_la_casa,n,0.25,0.0
8,positive,amoblar,v,0.25,0.0
8,positive,amonestaciones,n,0.25,0.0
8,positive,amor_libre,n,0.25,0.0
8,positive,amotinado,a,0.25,0.0
8,positive,amueblado,a,0.25,0.088
8,positive,amárico,n,0.25,0.0
8,positive,anabaptismo,n,0.25,0.0
8,positive,anabolismo,n,0.25,0.0
8,positive,anaclisis,n,0.25,0.0
8,positive,anagógico,a,0.25,0.0
8,positive,analgésico,a,0.25,0.0
8,positive,analgético,a,0.25,0.0
8,positive,analizable,a,0.25,0.0
8,positive,analizado,a,0.25,0.0
8,positive,analizador_diferencial,n,0.25,0.0
8,positive,anamorfismo,n,0.25,0.0
8,positive,anasarcoso,a,0.25,0.0
8,positive,anatomista,n,0.25,0.0
8,positive,anatomía_aplicada,n,0.25,0.0
8,positive,anatomía_clínica,n,0.25,0.0
8,positive,anatómicamente,r,0.25,0.0
8,positive,andante,a,0.25,0.0
8,positive,anglohablante,a,0.25,0.0
8,positive,angloparlante,a,0.25,0.0
8,positive,angélicamente,r,0.25,0.0
8,positive,animación,n,0.25,0.227
8,positive,animadamente,r,0.25,0.0
8,positive,animal,a,0.25,0.0
8,positive,animal_colmilludo,n,0.25,0.0
8,positive,animal_doméstico,n,0.25,0.0
8,positive,animal_en_cautividad,n,0.25,0.0
8,positive,anotador,n,0.25,0.0
8,positive,antebrazo,n,0.25,0.0
8,positive,antena_yagi,n,0.25,0.0
8,positive,antiautoritario,a,0.25,0.0
8,positive,anticiparse,v,0.25,0.0
8,positive,anticlimático,a,0.25,0.0
8,positive,anticuario,n,0.25,0.0
8,positive,antifonal,n,0.25,0.0
8,positive,antifonario,n,0.25,0.0
8,positive,antipático,n,0.25,0.0
8,positive,antitanque,a,0.25,0.0
8,positive,antiápex,n,0.25,0.0
8,positive,antropomórfico,a,0.25,0.0
8,positive,antroposofía,n,0.25,0.0
8,positive,antílope,n,0.25,0.0
8,positive,antípoda,a,0.25,0.0
8,positive,antítesis,n,0.25,0.0
8,positive,anual,a,0.25,0.125
8,positive,anverso,n,0.25,0.0
8,positive,análisis_metodológico,n,0.25,0.0
8,positive,análisis_volumétrico,n,0.25,0.0
8,positive,apadrinamiento,n,0.25,0.0
8,positive,aparente,a,0.25,0.0
8,positive,apasionamiento,n,0.25,0.088
8,positive,apelable,a,0.25,0.0
8,positive,aplicarse,v,0.25,0.0
8,positive,aplomar,v,0.25,0.0
8,positive,apocromático,a,0.25,0.0
8,positive,apodar,v,0.25,0.0
8,positive,apoderamiento,n,0.25,0.0
8,positive,apoyabrazos,n,0.25,0.0
8,positive,apoyo_logístico_integrado,n,0.25,0.0
8,positive,apoyo_logístico_internacional,n,0.25,0.0
8,positive,apreciable,a,0.25,0.088
8,positive,aprestar,v,0.25,0.0
8,positive,aprestarse,v,0.25,0.0
8,positive,apresurado,a,0.25,0.0
8,positive,aprovisionador,n,0.25,0.0
8,positive,aproximado,n,0.25,0.0
8,positive,apátrida,n,0.25,0.0
8,positive,apócope,n,0.25,0.0
8,positive,apócrifo,a,0.25,0.354
8,positive,apófisis_transversa,n,0.25,0.0
8,positive,arbitrio,n,0.25,0.0
8,positive,arcadiano,a,0.25,0.0
8,positive,arcano,a,0.25,0.0
8,positive,arcaísta,n,0.25,0.0
8,positive,area_de_jurisdicción,n,0.25,0.0
8,positive,argentífero,a,0.25,0.0
8,positive,aridad,n,0.25,0.0
8,positive,ariete,n,0.25,0.0
8,positive,aritmética,n,0.25,0.0
8,positive,arminianismo,n,0.25,0.0
8,positive,arponear,v,0.25,0.177
8,positive,arqueado,a,0.25,0.0
8,positive,arquitectura_paisajista,n,0.25,0.0
8,positive,arracimado,a,0.25,0.0
8,positive,arreglarse_el_pelo,v,0.25,0.0
8,positive,arreglo_personal,n,0.25,0.0
8,positive,arriba,a,0.25,0.0
8,positive,arrobamiento,n,0.25,0.0
8,positive,arrullo,n,0.25,0.0
8,positive,art_decó,n,0.25,0.0
8,positive,arteria_cerebolosa_superior,n,0.25,0.0
8,positive,arteria_comunicante,n,0.25,0.0
8,positive,arteria_intestinal,n,0.25,0.0
8,positive,arterias_comunicantes,n,0.25,0.0
8,positive,arácnido,n,0.25,0.0
8,positive,asentista,n,0.25,0.0
8,positive,aseo,n,0.25,0.271
8,positive,asesor,a,0.25,0.0
8,positive,asesoramiento,n,0.25,0.0
8,positive,asiento_de_palco,n,0.25,0.0
8,positive,asignado,a,0.25,0.0
8,positive,asignatura,n,0.25,0.0
8,positive,asistencia_postoperatoria,n,0.25,0.0
8,positive,asistencia_social,n,0.25,0.0
8,positive,asistente_social,n,0.25,0.0
8,positive,asombrado,a,0.25,0.0
8,positive,asonante,a,0.25,0.177
8,positive,asordar,v,0.25,0.0
8,positive,aspirante,a,0.25,0.442
8,positive,asterión,n,0.25,0.0
8,positive,astronave,n,0.25,0.0
8,positive,ataviado,a,0.25,0.088
8,positive,atemperar,v,0.25,0.088
8,positive,atendido,a,0.25,0.0
8,positive,atenuante,a,0.25,0.0
8,positive,atildar,v,0.25,0.0
8,positive,atlas_lingüístico,n,0.25,0.0
8,positive,atlético,a,0.25,0.188
8,positive,atonal,a,0.25,0.0
8,positive,atorar,v,0.25,0.0
8,positive,atorvastatina,n,0.25,0.0
8,positive,atracción_de_feria,n,0.25,0.0
8,positive,atractor,n,0.25,0.0
8,positive,atraíble,a,0.25,0.0
8,positive,atribuirse,v,0.25,0.0
8,positive,atónito,a,0.25,0.0
8,positive,audiovisual,n,0.25,0.0
8,positive,aullar_de_risa,v,0.25,0.0
8,positive,auspicio,n,0.25,0.088
8,positive,autenticidad,n,0.25,0.354
8,positive,autillo,n,0.25,0.0
8,positive,auto-gratificación,n,0.25,0.0
8,positive,autoadulación,n,0.25,0.0
8,positive,autobombo,n,0.25,0.0
8,positive,autocine,n,0.25,0.0
8,positive,autodidacta,n,0.25,0.0
8,positive,autoengaño,n,0.25,0.0
8,positive,autotrófica,n,0.25,0.0
8,positive,autovolquete,n,0.25,0.0
8,positive,ave,n,0.25,0.0
8,positive,ave_canora,n,0.25,0.0
8,positive,avenencia,n,0.25,0.088
8,positive,avenirse,v,0.25,0.0
8,positive,avinagrar,v,0.25,0.0
8,positive,avistamiento,n,0.25,0.0
8,positive,axiología,n,0.25,0.0
8,positive,ayuda_audiovisual,n,0.25,0.0
8,positive,azitromicina,n,0.25,0.0
8,positive,azucarar,v,0.25,0.354
8,positive,azul,a,0.25,0.072
8,positive,azul_celeste,n,0.25,0.0
8,positive,azulado,a,0.25,0.072
8,positive,aéreo,a,0.25,0.0
8,positive,bacanales,n,0.25,0.0
8,positive,balido,n,0.25,0.0
8,positive,balón_medicinal,n,0.25,0.0
8,positive,banas,n,0.25,0.0
8,positive,bandeja_de_té,n,0.25,0.0
8,positive,bandeja_del_té,n,0.25,0.0
8,positive,barrado,a,0.25,0.0
8,positive,barrenar,v,0.25,0.0
8,positive,barrera_lingüística,n,0.25,0.0
8,positive,basa,n,0.25,0.0
8,positive,basamento,n,0.25,0.0
8,positive,basofílico,a,0.25,0.0
8,positive,bastón_montañero,n,0.25,0.0
8,positive,batea,n,0.25,0.0
8,positive,bateo,n,0.25,0.0
8,positive,beatificación,n,0.25,0.0
8,positive,beige,a,0.25,0.0
8,positive,beldad,n,0.25,0.0
8,positive,bella,n,0.25,0.0
8,positive,bendecir,v,0.25,0.25
8,positive,bentos,n,0.25,0.0
8,positive,berberecho,n,0.25,0.0
8,positive,berro_mastuerzo,n,0.25,0.0
8,positive,bestializar,v,0.25,0.0
8,positive,biblioteconomía,n,0.25,0.0
8,positive,bicromatado,a,0.25,0.0
8,positive,bienal,a,0.25,0.177
8,positive,bienestar_económico,n,0.25,0.0
8,positive,bies,n,0.25,0.0
8,positive,bifurcado,a,0.25,0.0
8,positive,bigenérico,a,0.25,0.0
8,positive,bigémino,a,0.25,0.0
8,positive,bilabial,a,0.25,0.0
8,positive,bilateral,a,0.25,0.354
8,positive,bilineal,a,0.25,0.0
8,positive,billete_de_avión,n,0.25,0.0
8,positive,biodegradable,a,0.25,0.0
8,positive,bioensayo,n,0.25,0.0
8,positive,biológicamente,r,0.25,0.0
8,positive,bioscopio,n,0.25,0.0
8,positive,bioterio,n,0.25,0.0
8,positive,bioética,n,0.25,0.0
8,positive,bisílabo,a,0.25,0.0
8,positive,bizantinismo,n,0.25,0.0
8,positive,blanducho,a,0.25,0.0
8,positive,blasfemador,n,0.25,0.0
8,positive,blasfemo,n,0.25,0.0
8,positive,bloqueante,n,0.25,0.0
8,positive,boda_civil,n,0.25,0.0
8,positive,bodhisatwa,n,0.25,0.0
8,positive,bodijo,n,0.25,0.0
8,positive,bofetón,n,0.25,0.0
8,positive,bola_de_melón,n,0.25,0.0
8,positive,bolchevizar,v,0.25,0.0
8,positive,bollo,n,0.25,0.0
8,positive,bolsa_de_colofonia,n,0.25,0.0
8,positive,bomba_de_demolición,n,0.25,0.177
8,positive,boom,n,0.25,0.0
8,positive,borriquete,n,0.25,0.0
8,positive,bote-vivienda,n,0.25,0.0
8,positive,bote_de_regatas,n,0.25,0.0
8,positive,botella_de_Leyden,n,0.25,0.0
8,positive,botón_del_ratón,n,0.25,0.0
8,positive,bracamante,n,0.25,0.0
8,positive,brahmanismo,n,0.25,0.0
8,positive,breve,n,0.25,0.0
8,positive,breviario,n,0.25,0.0
8,positive,brindis,n,0.25,0.0
8,positive,brut,a,0.25,0.0
8,positive,bruñido,n,0.25,0.0
8,positive,brámidos,n,0.25,0.0
8,positive,buen_conversador,n,0.25,0.0
8,positive,buen_sabor,n,0.25,0.0
8,positive,buena_fortuna,n,0.25,0.0
8,positive,bufete_de_abogados,n,0.25,0.0
8,positive,bufónidos,n,0.25,0.0
8,positive,buril,n,0.25,0.0
8,positive,butaca,n,0.25,0.0
8,positive,butacón,n,0.25,0.0
8,positive,bífido,a,0.25,0.0
8,positive,bíparo,a,0.25,0.0
8,positive,caballero_blanco,n,0.25,0.0
8,positive,cabeza_de_serie,n,0.25,0.0
8,positive,cableado,a,0.25,0.0
8,positive,cachivache,n,0.25,0.0
8,positive,cadenza,n,0.25,0.0
8,positive,café_con_leche,n,0.25,0.0
8,positive,caja_alta,n,0.25,0.0
8,positive,caja_de_pensiones,n,0.25,0.0
8,positive,calaba,n,0.25,0.0
8,positive,calamina,n,0.25,0.0
8,positive,calce,n,0.25,0.0
8,positive,calculable,a,0.25,0.177
8,positive,calculador,a,0.25,0.0
8,positive,calculista,n,0.25,0.0
8,positive,caldo_de_cultivo,n,0.25,0.0
8,positive,calefacción,n,0.25,0.0
8,positive,calentarse,v,0.25,0.0
8,positive,calidad,n,0.25,0.0
8,positive,calidad_de_vida,n,0.25,0.0
8,positive,callado,a,0.25,0.191
8,positive,callarse,v,0.25,0.088
8,positive,callista,n,0.25,0.0
8,positive,calmante,n,0.25,0.0
8,positive,calophyllum_longifolium,n,0.25,0.0
8,positive,calorífero,n,0.25,0.0
8,positive,calígrafo,n,0.25,0.0
8,positive,cambalache,n,0.25,0.0
8,positive,cambiar_el_forro,v,0.25,0.0
8,positive,cambio_de_color,n,0.25,0.0
8,positive,cambio_de_forma,n,0.25,0.0
8,positive,cambio_de_sentido,n,0.25,0.0
8,positive,camión,n,0.25,0.177
8,positive,camión_basculante,n,0.25,0.0
8,positive,campechanería,n,0.25,0.0
8,positive,campo_de_estudio,n,0.25,0.0
8,positive,camuesa,n,0.25,0.0
8,positive,cancelar,a,0.25,0.0
8,positive,canción_de_Navidad,n,0.25,0.0
8,positive,canela,a,0.25,0.0
8,positive,canje,n,0.25,0.0
8,positive,canonista,n,0.25,0.0
8,positive,canonización,n,0.25,0.0
8,positive,cansarse,v,0.25,0.0
8,positive,cantata,n,0.25,0.0
8,positive,cantillos,n,0.25,0.0
8,positive,canto_nupcial,n,0.25,0.0
8,positive,capellán_de_cárcel,n,0.25,0.0
8,positive,capilla_ardiente,n,0.25,0.0
8,positive,capital_de_España,n,0.25,0.0
8,positive,capitulaciones_matrimoniales,n,0.25,0.0
8,positive,carales,n,0.25,0.0
8,positive,carambolear,v,0.25,0.0
8,positive,caramelo_de_azúcar,n,0.25,0.0
8,positive,caridad,n,0.25,0.12
8,positive,carrera_de_fondo,n,0.25,0.0
8,positive,carrera_de_perros,n,0.25,0.0
8,positive,cartilla_de_ahorro,n,0.25,0.0
8,positive,cartilla_de_ahorros,n,0.25,0.0
8,positive,cartón,n,0.25,0.354
8,positive,casa-bote,n,0.25,0.0
8,positive,casa_de_empeño,n,0.25,0.0
8,positive,casa_de_empeños,n,0.25,0.0
8,positive,casamiento_desigual,n,0.25,0.0
8,positive,casarse,v,0.25,0.0
8,positive,caso_de_urgencia,n,0.25,0.0
8,positive,castaño,a,0.25,0.0
8,positive,castaño_rojizo,a,0.25,0.0
8,positive,castillo,n,0.25,0.0
8,positive,catacréstico,a,0.25,0.0
8,positive,catamita,n,0.25,0.0
8,positive,catastro,n,0.25,0.0
8,positive,catatónico,a,0.25,0.0
8,positive,cattleya,n,0.25,0.0
8,positive,causa_probable,n,0.25,0.0
8,positive,causativo,a,0.25,0.0
8,positive,cazador_de_ratones,n,0.25,0.0
8,positive,cañón_automático_antiaéreo,n,0.25,0.0
8,positive,cebolleta,n,0.25,0.0
8,positive,cefalópodo,n,0.25,0.0
8,positive,cegador,a,0.25,0.0
8,positive,celeste,n,0.25,0.0
8,positive,cemento_armado,n,0.25,0.0
8,positive,cencerro,n,0.25,0.0
8,positive,cenotafio,n,0.25,0.0
8,positive,censurado,a,0.25,0.0
8,positive,centro_comercial,n,0.25,0.0
8,positive,centro_docente,n,0.25,0.0
8,positive,centro_político,n,0.25,0.0
8,positive,centrífugo,a,0.25,0.088
8,positive,cenáculo,n,0.25,0.0
8,positive,cephalopoda,n,0.25,0.0
8,positive,cepillo_de_dientes,n,0.25,0.0
8,positive,cepillo_de_uñas,n,0.25,0.0
8,positive,cerdo,a,0.25,0.0
8,positive,ceremonial,a,0.25,0.0
8,positive,ceremoniero,a,0.25,0.088
8,positive,ceremoniosidad,n,0.25,0.0
8,positive,ceremonioso,a,0.25,0.088
8,positive,cereza_al_marrasquino,n,0.25,0.0
8,positive,cerradura_de_combinación,n,0.25,0.0
8,positive,certificable,a,0.25,0.0
8,positive,certitud,n,0.25,0.0
8,positive,cerúleo,n,0.25,0.0
8,positive,cespitoso,a,0.25,0.0
8,positive,cestero,n,0.25,0.0
8,positive,cetrería,n,0.25,0.0
8,positive,chalaneo,n,0.25,0.0
8,positive,chantajear,v,0.25,0.0
8,positive,chapuzas,a,0.25,0.0
8,positive,charla_íntima,n,0.25,0.0
8,positive,charola,n,0.25,0.0
8,positive,chateau,n,0.25,0.0
8,positive,chauvinista,a,0.25,0.0
8,positive,chavalongo,n,0.25,0.0
8,positive,chicoleo,n,0.25,0.0
8,positive,chifonier,n,0.25,0.0
8,positive,chimichurri,n,0.25,0.0
8,positive,chip_de_memoria,n,0.25,0.0
8,positive,chiquitín,a,0.25,0.0
8,positive,chismerío,n,0.25,0.0
8,positive,chiste_visual,n,0.25,0.0
8,positive,chovinista,a,0.25,0.0
8,positive,chuparla,v,0.25,0.0
8,positive,churra,n,0.25,0.0
8,positive,ciencia-ficción,n,0.25,0.0
8,positive,ciencia_aplicada,n,0.25,0.0
8,positive,ciencia_biomédica,n,0.25,0.0
8,positive,ciencia_ficción,n,0.25,0.0
8,positive,ciencia_médica,n,0.25,0.0
8,positive,científico,n,0.25,0.0
8,positive,cierre_hermético,n,0.25,0.0
8,positive,cinta_de_audio,n,0.25,0.0
8,positive,circunflejo,n,0.25,0.0
8,positive,circunscrito,a,0.25,0.0
8,positive,ciruela,n,0.25,0.177
8,positive,ciudad_prospera,n,0.25,0.0
8,positive,civilizado,a,0.25,0.088
8,positive,claristorio,n,0.25,0.0
8,positive,clase_alta,n,0.25,0.354
8,positive,climáticamente,r,0.25,0.0
8,positive,club_de_atletismo,n,0.25,0.0
8,positive,club_de_gimnasia,n,0.25,0.0
8,positive,club_de_yate,n,0.25,0.0
8,positive,clueca,n,0.25,0.0
8,positive,clueco,a,0.25,0.0
8,positive,clásico,a,0.25,0.227
8,positive,clímax_sexual,n,0.25,0.0
8,positive,coaxial,a,0.25,0.0
8,positive,cobijar,v,0.25,0.088
8,positive,cochino,a,0.25,0.0
8,positive,cochino_lucro,n,0.25,0.0
8,positive,codorniz,n,0.25,0.177
8,positive,coexistir,v,0.25,0.0
8,positive,cognado,a,0.25,0.0
8,positive,cohesivo,a,0.25,0.177
8,positive,cohesión,n,0.25,0.0
8,positive,cohibido,a,0.25,0.0
8,positive,cola_de_cometa,n,0.25,0.0
8,positive,colegio_público,n,0.25,0.0
8,positive,colimación,n,0.25,0.0
8,positive,colindante,a,0.25,0.088
8,positive,collada,n,0.25,0.0
8,positive,colocar_burlete,v,0.25,0.0
8,positive,color_crema,a,0.25,0.0
8,positive,colores_protectores,n,0.25,0.0
8,positive,colorido,n,0.25,0.0
8,positive,columpio,n,0.25,0.0
8,positive,comedia-ballet,n,0.25,0.0
8,positive,comedia_de_situación,n,0.25,0.0
8,positive,comentario_burlón,n,0.25,0.0
8,positive,comentario_ingenioso,n,0.25,0.0
8,positive,comercializado,a,0.25,0.0
8,positive,comerciante_de_pornografía,n,0.25,0.0
8,positive,comercio_de_armas,n,0.25,0.0
8,positive,comestibilidad,n,0.25,0.0
8,positive,comic,n,0.25,0.0
8,positive,comité_ético,n,0.25,0.0
8,positive,como_un_angel,r,0.25,0.0
8,positive,como_un_reloj,r,0.25,0.0
8,positive,comoda,n,0.25,0.0
8,positive,compaginación,n,0.25,0.0
8,positive,comparación_imaginaria,n,0.25,0.0
8,positive,comparecencia,n,0.25,0.0
8,positive,compañero_de_cama,n,0.25,0.0
8,positive,compañero_del_alma,n,0.25,0.0
8,positive,compañia_telefónica,n,0.25,0.0
8,positive,compañía_de_teléfono,n,0.25,0.0
8,positive,compenetrarse,v,0.25,0.0
8,positive,compensación_p,n,0.25,0.0
8,positive,compensado,a,0.25,0.0
8,positive,competición_atlética,n,0.25,0.0
8,positive,competir,v,0.25,0.0
8,positive,complemento_agente,n,0.25,0.0
8,positive,complemento_indirecto,n,0.25,0.0
8,positive,componer_espondeos,v,0.25,0.0
8,positive,composición_literaria,n,0.25,0.0
8,positive,comprador,n,0.25,0.177
8,positive,compresibilidad,n,0.25,0.0
8,positive,computador,n,0.25,0.0
8,positive,comunidad_religiosa,n,0.25,0.0
8,positive,con_gran_placer,r,0.25,0.0
8,positive,concebible,a,0.25,0.0
8,positive,concertar,v,0.25,0.177
8,positive,concertarse,v,0.25,0.0
8,positive,concienciar,v,0.25,0.0
8,positive,conclave,n,0.25,0.0
8,positive,concluido,a,0.25,0.0
8,positive,concluirse,v,0.25,0.0
8,positive,concurso_atlético,n,0.25,0.0
8,positive,concéntrico,a,0.25,0.0
8,positive,condensado,a,0.25,0.0
8,positive,condensador_eléctrico,n,0.25,0.0
8,positive,condicional,a,0.25,0.0
8,positive,condilion,n,0.25,0.0
8,positive,confeccionar_rápidamente,v,0.25,0.0
8,positive,confederado,a,0.25,0.354
8,positive,confesado,a,0.25,0.0
8,positive,confirmación,n,0.25,0.094
8,positive,confirmado,a,0.25,0.0
8,positive,confortablemente,r,0.25,0.177
8,positive,confraternización,n,0.25,0.0
8,positive,congeniar,v,0.25,0.217
8,positive,conglomerado,a,0.25,0.0
8,positive,conjuntivo,a,0.25,0.0
8,positive,connatural,a,0.25,0.265
8,positive,connotativo,a,0.25,0.0
8,positive,conocida,n,0.25,0.0
8,positive,conocido,n,0.25,0.0
8,positive,conocimiento_científico,n,0.25,0.0
8,positive,conquista_sexual,n,0.25,0.0
8,positive,conscripción,n,0.25,0.0
8,positive,consejera,n,0.25,0.177
8,positive,conservatorio,n,0.25,0.177
8,positive,considerable,a,0.25,0.0
8,positive,consistencia,n,0.25,0.354
8,positive,consolador,a,0.25,0.0
8,positive,consolidador,a,0.25,0.265
8,positive,consonante_africada,n,0.25,0.0
